nome,telefone,valor_contribuido,forma_pagamento
Isabela Vieira,(71) 95421-0530,70,PIX
Rodrigo Dias,(71) 98031-0531,95,PIX
Fábio Rocha,(71) 91583-0532,70,Espécie
Rodrigo Souza,(71) 98982-0533,95,PIX
Vinícius Vieira,(71) 94060-0534,0,Não contribuiu
Fernanda Ramos,(71) 99272-0535,55,Espécie
Yasmin Dias,(71) 94569-0536,30,PIX
Rafael Gomes,(71) 98523-0537,80,Espécie
Camila Rocha,(71) 92868-0538,20,Espécie
Renata Vieira,(71) 92841-0539,65,PIX
Vanessa Almeida,(71) 91723-0540,75,Espécie
Sofia Teixeira,(71) 93464-0541,0,Não contribuiu
Larissa Martins,(71) 95266-0542,0,Não contribuiu
Isabela Moreira,(71) 93385-0543,15,PIX
Mariana Dias,(71) 93422-0544,70,PIX
Marcelo Rocha,(71) 96164-0545,0,Não contribuiu
Fernanda Costa,(71) 97144-0546,0,Não contribuiu
Yasmin Costa,(71) 94337-0547,20,Espécie
Victor Souza,(71) 98389-0548,20,PIX
Thiago Nascimento,(71) 93515-0549,85,Espécie
Mateus Rocha,(71) 96235-0550,0,Não contribuiu
Natália Mendes,(71) 95480-0551,75,Espécie
Diego Barbosa,(71) 91964-0552,55,PIX
Rafael Silva,(71) 91025-0553,50,PIX
Renata Barbosa,(71) 93295-0554,35,Espécie
Patrícia Teixeira,(71) 96144-0555,40,PIX
Diego Ferreira,(71) 93575-0556,60,Espécie
Carlos Melo,(71) 96833-0557,0,Não contribuiu
Helena Souza,(71) 97615-0558,60,Espécie
Bruno Moreira,(71) 93902-0559,35,PIX
Renata Carvalho,(71) 97037-0560,85,PIX
Beatriz Santos,(71) 99238-0561,90,PIX
João Santos,(71) 94744-0562,0,Não contribuiu
Ana Melo,(71) 92837-0563,65,Espécie
Bruno Ribeiro,(71) 97497-0564,65,Espécie
Fábio Santos,(71) 95180-0565,30,PIX
Helena Costa,(71) 98945-0566,60,PIX
Mateus Nascimento,(71) 94581-0567,75,Espécie
Vinícius Melo,(71) 95283-0568,85,Espécie
Renata Ramos,(71) 92027-0569,85,PIX
Daniel Moreira,(71) 95098-0570,65,Espécie
Vinícius Dias,(71) 99104-0571,55,PIX
Thiago Ferreira,(71) 94902-0572,30,Espécie
Rodrigo Ferreira,(71) 98403-0573,65,Espécie
Rodrigo Vieira,(71) 99630-0574,0,Não contribuiu
Helena Teixeira,(71) 91682-0575,25,PIX
Ana Teixeira,(71) 98915-0576,0,Não contribuiu
Lucas Silva,(71) 97769-0577,0,Não contribuiu
Larissa Nascimento,(71) 94005-0578,0,Não contribuiu
Gustavo Carvalho,(71) 99287-0579,30,PIX
Diego Ribeiro,(71) 98557-0580,10,PIX
Isabela Carvalho,(71) 94228-0581,40,PIX
Larissa Santos,(71) 96511-0582,0,Não contribuiu
Elaine Martins,(71) 93213-0583,25,PIX
Fernanda Pereira,(71) 95501-0584,0,Não contribuiu
Rafael Souza,(71) 93477-0585,0,Não contribuiu
Patrícia Pereira,(71) 97423-0586,90,Espécie
Rodrigo Costa,(71) 94426-0587,80,Espécie
Vinícius Nascimento,(71) 96729-0588,100,Espécie
Lucas Nascimento,(71) 97129-0589,0,Não contribuiu
Daniel Gomes,(71) 94368-0590,80,PIX
Mateus Melo,(71) 91127-0591,85,Espécie
Natália Carvalho,(71) 93732-0592,10,Espécie
João Souza,(71) 95278-0593,100,PIX
Isabela Almeida,(71) 96143-0594,25,PIX
Camila Ferreira,(71) 92463-0595,20,Espécie
Carlos Dias,(71) 92448-0596,90,Espécie
Ana Rocha,(71) 99827-0597,15,PIX
Thiago Dias,(71) 95237-0598,15,Espécie
Beatriz Oliveira,(71) 99309-0599,85,PIX
Gabriel Moreira,(71) 99269-0600,80,Espécie
Isabela Nascimento,(71) 94604-0601,60,Espécie
Mariana Silva,(71) 95715-0602,10,Espécie
Larissa Barbosa,(71) 96546-0603,30,Espécie
Carlos Carvalho,(71) 93765-0604,35,PIX
Lucas Santos,(71) 93736-0605,50,PIX
Juliana Barbosa,(71) 97201-0606,65,PIX
Eduardo Teixeira,(71) 94261-0607,90,PIX
Vinícius Carvalho,(71) 91913-0608,45,PIX
Marcelo Ferreira,(71) 99984-0609,65,PIX
Lucas Silva,(71) 91326-0610,100,PIX
Ana Costa,(71) 97952-0611,55,PIX
Natália Carvalho,(71) 97956-0612,70,Espécie
William Costa,(71) 96289-0613,35,PIX
João Melo,(71) 95970-0614,0,Não contribuiu
Victor Souza,(71) 92751-0615,0,Não contribuiu
Ana Carvalho,(71) 96671-0616,95,PIX
Mariana Lima,(71) 94078-0617,40,Espécie
Daniel Carvalho,(71) 93173-0618,55,PIX
Marcelo Oliveira,(71) 91827-0619,70,Espécie
Vinícius Almeida,(71) 93939-0620,50,Espécie
Thiago Costa,(71) 94011-0621,65,Espécie
João Rocha,(71) 98125-0622,95,Espécie
Eduardo Pereira,(71) 93745-0623,30,Espécie
Gustavo Lima,(71) 97726-0624,40,Espécie
Rafael Almeida,(71) 92801-0625,50,Espécie
Simone Rocha,(71) 93846-0626,80,PIX
Mateus Nascimento,(71) 91191-0627,35,Espécie
Daniel Mendes,(71) 99243-0628,100,PIX
Yasmin Souza,(71) 92144-0629,45,PIX
Gabriel Moreira,(71) 99100-0630,0,Não contribuiu
Fábio Vieira,(71) 99312-0631,95,Espécie
Ana Costa,(71) 99382-0632,0,Não contribuiu
Yasmin Ramos,(71) 99430-0633,100,Espécie
Vinícius Silva,(71) 98837-0634,100,PIX
Isabela Teixeira,(71) 97070-0635,70,Espécie
Daniel Costa,(71) 99267-0636,45,PIX
Fernanda Martins,(71) 94531-0637,100,PIX
Yasmin Ramos,(71) 97719-0638,80,PIX
Marcelo Santos,(71) 92480-0639,90,Espécie
Aline Barbosa,(71) 97984-0640,75,Espécie
Yasmin Mendes,(71) 95718-0641,10,Espécie
Vanessa Costa,(71) 97430-0642,15,PIX
Marcelo Pereira,(71) 92195-0643,30,PIX
Fábio Teixeira,(71) 94582-0644,70,PIX
Simone Vieira,(71) 99670-0645,40,PIX
Gustavo Carvalho,(71) 97286-0646,85,PIX
Patrícia Martins,(71) 97624-0647,50,Espécie
William Rocha,(71) 97300-0648,15,PIX
Camila Pereira,(71) 99078-0649,35,PIX
Gustavo Moreira,(71) 96052-0650,75,PIX
Natália Pereira,(71) 99014-0651,20,Espécie
Isabela Dias,(71) 99550-0652,90,PIX
Mateus Ferreira,(71) 95476-0653,15,PIX
Elaine Melo,(71) 98528-0654,60,Espécie
Ana Dias,(71) 98865-0655,25,Espécie
Natália Carvalho,(71) 94635-0656,10,Espécie
Rodrigo Carvalho,(71) 93470-0657,0,Não contribuiu
Paulo Costa,(71) 95380-0658,20,PIX
Sofia Lima,(71) 94950-0659,0,Não contribuiu
Larissa Mendes,(71) 99884-0660,0,Não contribuiu
Fábio Mendes,(71) 91807-0661,0,Não contribuiu
Bruno Ferreira,(71) 93375-0662,40,Espécie
Rafael Moreira,(71) 91177-0663,25,PIX
Lucas Barbosa,(71) 98592-0664,90,Espécie
Bruno Carvalho,(71) 96763-0665,40,PIX
Isabela Costa,(71) 94202-0666,70,PIX
Diego Vieira,(71) 97049-0667,0,Não contribuiu
Diego Ferreira,(71) 93580-0668,0,Não contribuiu
Lucas Almeida,(71) 97625-0669,0,Não contribuiu
Patrícia Almeida,(71) 96807-0670,25,Espécie
Natália Vieira,(71) 93169-0671,15,PIX
Thiago Rocha,(71) 96610-0672,95,PIX
Ana Carvalho,(71) 91171-0673,0,Não contribuiu
Simone Oliveira,(71) 92711-0674,85,Espécie
Fábio Gomes,(71) 92977-0675,0,Não contribuiu
Vinícius Nascimento,(71) 96322-0676,15,PIX
João Lima,(71) 95780-0677,95,Espécie
Paulo Lima,(71) 99363-0678,55,Espécie
Camila Silva,(71) 93131-0679,15,Espécie
Ana Costa,(71) 91788-0680,45,Espécie
Camila Ribeiro,(71) 98723-0681,0,Não contribuiu
Marcelo Barbosa,(71) 96346-0682,0,Não contribuiu
Camila Martins,(71) 98657-0683,10,PIX
Elaine Ramos,(71) 98452-0684,0,Não contribuiu
Beatriz Ribeiro,(71) 93065-0685,0,Não contribuiu
Camila Oliveira,(71) 91879-0686,0,Não contribuiu
Bruno Gomes,(71) 98147-0687,85,Espécie
Rodrigo Teixeira,(71) 95322-0688,25,PIX
Beatriz Silva,(71) 99745-0689,75,Espécie
Sofia Barbosa,(71) 97810-0690,15,Espécie
Carlos Carvalho,(71) 94445-0691,35,PIX
Aline Almeida,(71) 93985-0692,35,Espécie
Mariana Costa,(71) 99714-0693,40,PIX
Isabela Oliveira,(71) 99054-0694,30,PIX
Lucas Moreira,(71) 99401-0695,0,Não contribuiu
Ana Ferreira,(71) 93326-0696,100,PIX
Bruno Gomes,(71) 94582-0697,0,Não contribuiu
Beatriz Mendes,(71) 91198-0698,0,Não contribuiu
Bruno Barbosa,(71) 97472-0699,25,PIX
Thiago Costa,(71) 93746-0700,0,Não contribuiu
Fábio Ferreira,(71) 98071-0701,60,Espécie
Yasmin Rocha,(71) 91989-0702,75,Espécie
Rafael Lima,(71) 97926-0703,0,Não contribuiu
Patrícia Teixeira,(71) 94969-0704,20,Espécie
Gabriel Souza,(71) 91771-0705,40,Espécie
Diego Souza,(71) 95859-0706,85,PIX
Ana Nascimento,(71) 98629-0707,65,PIX
Daniel Rocha,(71) 95197-0708,75,PIX
Juliana Rocha,(71) 92348-0709,75,Espécie
Gabriel Pereira,(71) 95856-0710,45,Espécie
William Oliveira,(71) 91267-0711,70,PIX
Camila Martins,(71) 95083-0712,75,PIX
Patrícia Nascimento,(71) 94916-0713,95,PIX
Ana Souza,(71) 92423-0714,55,Espécie
Victor Melo,(71) 96281-0715,10,Espécie
Mateus Martins,(71) 92514-0716,70,PIX
Mariana Almeida,(71) 98076-0717,0,Não contribuiu
Patrícia Vieira,(71) 93299-0718,0,Não contribuiu
Aline Martins,(71) 91741-0719,25,PIX
Fernanda Costa,(71) 97307-0720,10,PIX
Rodrigo Teixeira,(71) 91146-0721,90,PIX
Thiago Almeida,(71) 93391-0722,30,Espécie
Fernanda Nascimento,(71) 95965-0723,55,Espécie
Patrícia Gomes,(71) 93608-0724,75,PIX
Victor Mendes,(71) 97289-0725,0,Não contribuiu
Beatriz Silva,(71) 98709-0726,65,Espécie
Mariana Lima,(71) 91558-0727,70,PIX
Patrícia Pereira,(71) 95401-0728,35,Espécie
Camila Carvalho,(71) 93821-0729,0,Não contribuiu
Larissa Vieira,(71) 98590-0730,90,Espécie
Natália Costa,(71) 99173-0731,0,Não contribuiu
Samuel Ferreira,(71) 99943-0732,75,Espécie
Vinícius Oliveira,(71) 96049-0733,15,PIX
Elaine Dias,(71) 94623-0734,25,PIX
João Santos,(71) 99250-0735,60,Espécie
Camila Pereira,(71) 93278-0736,50,PIX
Eduardo Rocha,(71) 98592-0737,40,PIX
Yasmin Martins,(71) 91116-0738,90,Espécie
Natália Carvalho,(71) 98853-0739,0,Não contribuiu
Isabela Nascimento,(71) 98453-0740,0,Não contribuiu
Daniel Santos,(71) 98132-0741,75,PIX
Beatriz Costa,(71) 96667-0742,0,Não contribuiu
Paulo Barbosa,(71) 92581-0743,40,PIX
Rafael Lima,(71) 94979-0744,30,PIX
Fernanda Moreira,(71) 91450-0745,70,PIX
Larissa Dias,(71) 96520-0746,0,Não contribuiu
Gustavo Gomes,(71) 94099-0747,55,PIX
Camila Carvalho,(71) 98908-0748,80,PIX
Natália Ribeiro,(71) 91989-0749,100,PIX
Juliana Costa,(71) 94816-0750,10,Espécie
Ana Silva,(71) 99111-0751,80,PIX
Helena Silva,(71) 98055-0752,55,PIX
Aline Mendes,(71) 96981-0753,85,Espécie
Elaine Teixeira,(71) 92447-0754,70,PIX
Lucas Teixeira,(71) 96514-0755,35,PIX
Gabriel Oliveira,(71) 97653-0756,95,Espécie
João Barbosa,(71) 98511-0757,90,PIX
Natália Ferreira,(71) 93949-0758,75,Espécie
Mateus Gomes,(71) 93439-0759,0,Não contribuiu
Isabela Mendes,(71) 95001-0760,15,Espécie
Daniel Mendes,(71) 94512-0761,30,PIX
Samuel Gomes,(71) 97592-0762,15,PIX
Fábio Rocha,(71) 98580-0763,0,Não contribuiu
Simone Vieira,(71) 96142-0764,95,Espécie
Patrícia Martins,(71) 96557-0765,55,PIX
Gabriel Moreira,(71) 92143-0766,40,PIX
Juliana Moreira,(71) 98773-0767,0,Não contribuiu
Fábio Ferreira,(71) 93766-0768,65,Espécie
Paulo Santos,(71) 96139-0769,50,PIX
Rodrigo Barbosa,(71) 95375-0770,85,Espécie
Thiago Lima,(71) 98751-0771,95,Espécie
Rodrigo Ferreira,(71) 99518-0772,15,PIX
Natália Vieira,(71) 97524-0773,0,Não contribuiu
Vanessa Dias,(71) 94361-0774,10,Espécie
Fernanda Carvalho,(71) 91528-0775,60,Espécie
Mateus Silva,(71) 93931-0776,30,PIX
Elaine Ferreira,(71) 91525-0777,35,Espécie
Eduardo Ramos,(71) 93170-0778,10,Espécie
Camila Costa,(71) 95338-0779,65,Espécie
Beatriz Souza,(71) 97255-0780,40,PIX
Eduardo Barbosa,(71) 92563-0781,0,Não contribuiu
Natália Pereira,(71) 91744-0782,30,PIX
Fernanda Souza,(71) 99103-0783,0,Não contribuiu
Eduardo Souza,(71) 94303-0784,20,PIX
William Santos,(71) 99257-0785,15,PIX
Diego Teixeira,(71) 98213-0786,65,Espécie
Juliana Costa,(71) 98705-0787,0,Não contribuiu
Rafael Almeida,(71) 92035-0788,0,Não contribuiu
Fernanda Moreira,(71) 94223-0789,65,PIX
Rodrigo Gomes,(71) 94596-0790,0,Não contribuiu
Diego Teixeira,(71) 92002-0791,90,Espécie
Yasmin Carvalho,(71) 91918-0792,70,PIX
Ana Gomes,(71) 98832-0793,50,PIX
Helena Souza,(71) 99977-0794,0,Não contribuiu
Eduardo Dias,(71) 93464-0795,85,Espécie
Carlos Carvalho,(71) 93959-0796,80,Espécie
Mariana Martins,(71) 99567-0797,40,Espécie
Gustavo Carvalho,(71) 92510-0798,15,Espécie
Fernanda Moreira,(71) 99824-0799,0,Não contribuiu
Sofia Ferreira,(71) 91206-0800,20,Espécie
Samuel Nascimento,(71) 96158-0801,0,Não contribuiu
Mariana Pereira,(71) 95109-0802,90,PIX
Daniel Oliveira,(71) 98944-0803,25,Espécie
Fernanda Barbosa,(71) 94381-0804,60,Espécie
Renata Carvalho,(71) 92723-0805,20,PIX
Rodrigo Rocha,(71) 92421-0806,20,Espécie
Carlos Ferreira,(71) 92344-0807,0,Não contribuiu
Camila Oliveira,(71) 99202-0808,90,Espécie
Mateus Vieira,(71) 99789-0809,100,PIX
Juliana Ramos,(71) 92864-0810,0,Não contribuiu
Samuel Silva,(71) 93486-0811,0,Não contribuiu
Patrícia Nascimento,(71) 91192-0812,60,Espécie
Vanessa Almeida,(71) 99144-0813,65,PIX
Gustavo Barbosa,(71) 96673-0814,85,Espécie
Renata Souza,(71) 98430-0815,30,Espécie
Rodrigo Pereira,(71) 99572-0816,95,Espécie
Ana Ferreira,(71) 92215-0817,15,PIX
Sofia Costa,(71) 99243-0818,10,PIX
Vanessa Rocha,(71) 94340-0819,0,Não contribuiu
Carlos Carvalho,(71) 99038-0820,20,PIX
Juliana Martins,(71) 99601-0821,25,Espécie
Mariana Carvalho,(71) 91625-0822,70,Espécie
Lucas Silva,(71) 97434-0823,35,Espécie
Gabriel Oliveira,(71) 98298-0824,20,PIX
Aline Silva,(71) 99956-0825,60,PIX
Mariana Ribeiro,(71) 93283-0826,0,Não contribuiu
Rafael Melo,(71) 91728-0827,25,Espécie
Eduardo Souza,(71) 95875-0828,40,Espécie
Lucas Gomes,(71) 98297-0829,65,PIX
Mariana Ribeiro,(71) 98525-0830,0,Não contribuiu
Simone Mendes,(71) 96066-0831,70,Espécie
Victor Rocha,(71) 97442-0832,35,PIX
Natália Teixeira,(71) 93815-0833,80,PIX
Renata Melo,(71) 98446-0834,65,Espécie
Vinícius Almeida,(71) 98140-0835,25,Espécie
Gustavo Souza,(71) 96239-0836,0,Não contribuiu
Isabela Almeida,(71) 92298-0837,65,PIX
Simone Rocha,(71) 97413-0838,85,PIX
Victor Dias,(71) 97499-0839,20,Espécie
Fernanda Martins,(71) 92586-0840,20,Espécie
Daniel Martins,(71) 94687-0841,95,PIX
Renata Oliveira,(71) 93622-0842,80,Espécie
Carlos Melo,(71) 93631-0843,10,PIX
Isabela Dias,(71) 92640-0844,30,Espécie
Samuel Pereira,(71) 95755-0845,45,PIX
Simone Dias,(71) 99694-0846,55,Espécie
Gustavo Barbosa,(71) 98189-0847,60,Espécie
Elaine Barbosa,(71) 99527-0848,0,Não contribuiu
Rodrigo Nascimento,(71) 99727-0849,10,Espécie
Mateus Almeida,(71) 99890-0850,60,PIX
Victor Nascimento,(71) 99510-0851,0,Não contribuiu
Helena Ramos,(71) 94740-0852,0,Não contribuiu
Simone Ribeiro,(71) 93919-0853,55,Espécie
Rafael Ribeiro,(71) 97029-0854,0,Não contribuiu
Rafael Martins,(71) 91220-0855,90,PIX
João Mendes,(71) 93807-0856,0,Não contribuiu
Juliana Pereira,(71) 94904-0857,90,PIX
Vinícius Mendes,(71) 96219-0858,80,PIX
Bruno Santos,(71) 99977-0859,55,Espécie
Paulo Moreira,(71) 95657-0860,0,Não contribuiu
Renata Martins,(71) 93579-0861,0,Não contribuiu
Aline Pereira,(71) 95065-0862,55,PIX
Lucas Ferreira,(71) 91135-0863,35,Espécie
Ana Gomes,(71) 99820-0864,0,Não contribuiu
Vanessa Melo,(71) 97975-0865,95,Espécie
Vinícius Ramos,(71) 99456-0866,0,Não contribuiu
Samuel Silva,(71) 95154-0867,55,Espécie
Rodrigo Oliveira,(71) 95583-0868,10,Espécie
Patrícia Lima,(71) 93095-0869,0,Não contribuiu
Vanessa Moreira,(71) 96824-0870,65,PIX
Mateus Almeida,(71) 93179-0871,90,PIX
Helena Martins,(71) 91515-0872,100,PIX
Bruno Silva,(71) 99739-0873,0,Não contribuiu
Patrícia Barbosa,(71) 95348-0874,80,Espécie
Isabela Ramos,(71) 95526-0875,50,PIX
Mateus Oliveira,(71) 92273-0876,25,PIX
Camila Ferreira,(71) 92692-0877,0,Não contribuiu
Simone Almeida,(71) 92331-0878,30,Espécie
Eduardo Gomes,(71) 95595-0879,0,Não contribuiu
João Ramos,(71) 93661-0880,0,Não contribuiu
Elaine Ramos,(71) 96275-0881,0,Não contribuiu
Daniel Costa,(71) 96112-0882,85,Espécie
Larissa Costa,(71) 92587-0883,0,Não contribuiu
Gabriel Souza,(71) 93054-0884,20,PIX
Marcelo Souza,(71) 93153-0885,45,Espécie
Isabela Carvalho,(71) 91671-0886,65,Espécie
Elaine Dias,(71) 92256-0887,25,PIX
João Rocha,(71) 97200-0888,10,Espécie
Patrícia Nascimento,(71) 95126-0889,60,PIX
Beatriz Gomes,(71) 97263-0890,0,Não contribuiu
Victor Dias,(71) 97850-0891,65,Espécie
Victor Rocha,(71) 98114-0892,55,PIX
Isabela Souza,(71) 96228-0893,15,Espécie
Elaine Moreira,(71) 91942-0894,95,Espécie
Eduardo Oliveira,(71) 92186-0895,15,Espécie
Rafael Ferreira,(71) 97204-0896,50,Espécie
William Martins,(71) 98284-0897,0,Não contribuiu
Vanessa Nascimento,(71) 97297-0898,65,Espécie
Renata Teixeira,(71) 93380-0899,55,Espécie
Carlos Gomes,(71) 98421-0900,45,Espécie
Isabela Mendes,(71) 91471-0901,0,Não contribuiu
Samuel Ferreira,(71) 97928-0902,55,Espécie
Beatriz Teixeira,(71) 98313-0903,20,Espécie
Paulo Carvalho,(71) 95102-0904,15,PIX
Beatriz Ramos,(71) 95080-0905,0,Não contribuiu
Rodrigo Ramos,(71) 91081-0906,55,PIX
Patrícia Silva,(71) 91125-0907,100,PIX
Fernanda Oliveira,(71) 92861-0908,0,Não contribuiu
Fernanda Dias,(71) 99431-0909,0,Não contribuiu
Isabela Vieira,(71) 91174-0910,0,Não contribuiu
Fernanda Costa,(71) 95748-0911,45,Espécie
Gabriel Vieira,(71) 97369-0912,0,Não contribuiu
Victor Lima,(71) 98009-0913,30,PIX
Vinícius Teixeira,(71) 93220-0914,55,PIX
Mariana Melo,(71) 92429-0915,40,PIX
Vinícius Ferreira,(71) 95303-0916,15,PIX
Mateus Ferreira,(71) 91639-0917,95,PIX
Larissa Martins,(71) 93920-0918,0,Não contribuiu
Sofia Ramos,(71) 98833-0919,35,PIX
Carlos Dias,(71) 94969-0920,45,Espécie
Larissa Melo,(71) 98884-0921,15,Espécie
Vinícius Melo,(71) 95426-0922,35,Espécie
Samuel Teixeira,(71) 91118-0923,85,PIX
Victor Barbosa,(71) 95064-0924,65,Espécie
Carlos Rocha,(71) 98959-0925,70,Espécie
Rafael Ribeiro,(71) 95391-0926,30,Espécie
Mateus Moreira,(71) 92763-0927,45,PIX
Vanessa Barbosa,(71) 92413-0928,15,PIX
Samuel Mendes,(71) 94985-0929,20,Espécie
Bruno Melo,(71) 91609-0930,80,PIX
Rodrigo Moreira,(71) 99218-0931,75,PIX
Patrícia Costa,(71) 97590-0932,100,PIX
Carlos Vieira,(71) 91646-0933,20,PIX
Rafael Rocha,(71) 99206-0934,70,PIX
Helena Gomes,(71) 96666-0935,90,PIX
Victor Almeida,(71) 96043-0936,10,Espécie
Juliana Ferreira,(71) 96040-0937,0,Não contribuiu
Aline Moreira,(71) 99094-0938,60,PIX
Aline Barbosa,(71) 99288-0939,75,Espécie
Gustavo Ramos,(71) 95593-0940,90,PIX
Carlos Pereira,(71) 96356-0941,75,PIX
Aline Teixeira,(71) 93930-0942,0,Não contribuiu
João Carvalho,(71) 96689-0943,0,Não contribuiu
Thiago Ferreira,(71) 93772-0944,40,PIX
Mariana Martins,(71) 98251-0945,20,PIX
João Silva,(71) 96491-0946,75,PIX
Lucas Silva,(71) 98303-0947,0,Não contribuiu
Eduardo Costa,(71) 93986-0948,45,PIX
Camila Silva,(71) 97382-0949,50,PIX
William Pereira,(71) 93795-0950,95,Espécie
Daniel Costa,(71) 96025-0951,20,PIX
Carlos Teixeira,(71) 93266-0952,30,PIX
Ana Pereira,(71) 94849-0953,0,Não contribuiu
Eduardo Moreira,(71) 94021-0954,0,Não contribuiu
Sofia Ramos,(71) 99291-0955,0,Não contribuiu
Eduardo Rocha,(71) 92287-0956,30,PIX
Fernanda Pereira,(71) 94546-0957,95,PIX
Daniel Silva,(71) 92965-0958,80,Espécie
Victor Melo,(71) 95884-0959,20,PIX
Sofia Silva,(71) 99595-0960,95,Espécie
Rafael Santos,(71) 95890-0961,30,Espécie
Paulo Gomes,(71) 94273-0962,100,PIX
Beatriz Ribeiro,(71) 93380-0963,40,PIX
Diego Gomes,(71) 98974-0964,0,Não contribuiu
Renata Mendes,(71) 91046-0965,60,PIX
Helena Rocha,(71) 98410-0966,60,PIX
Vinícius Costa,(71) 99346-0967,75,PIX
Rodrigo Carvalho,(71) 95110-0968,100,Espécie
Helena Ramos,(71) 95809-0969,85,Espécie
Carlos Melo,(71) 91369-0970,0,Não contribuiu
Sofia Mendes,(71) 92522-0971,55,PIX
Gabriel Silva,(71) 96639-0972,0,Não contribuiu
Bruno Silva,(71) 92314-0973,55,Espécie
Victor Vieira,(71) 97948-0974,50,PIX
Yasmin Gomes,(71) 94032-0975,10,Espécie
Yasmin Melo,(71) 96027-0976,45,PIX
Paulo Teixeira,(71) 99231-0977,95,PIX
Bruno Oliveira,(71) 97016-0978,0,Não contribuiu
Mateus Ribeiro,(71) 92161-0979,0,Não contribuiu
Vanessa Almeida,(71) 95038-0980,60,Espécie
João Moreira,(71) 94314-0981,100,PIX
Beatriz Moreira,(71) 96003-0982,10,Espécie
Isabela Santos,(71) 99844-0983,50,PIX
Fábio Moreira,(71) 99386-0984,60,PIX
Isabela Almeida,(71) 95961-0985,0,Não contribuiu
Helena Dias,(71) 96808-0986,15,Espécie
Mariana Nascimento,(71) 96051-0987,40,Espécie
Paulo Barbosa,(71) 91925-0988,45,Espécie
Lucas Martins,(71) 91273-0989,65,PIX
Renata Pereira,(71) 99796-0990,0,Não contribuiu
Rafael Lima,(71) 91725-0991,55,PIX
Bruno Nascimento,(71) 95652-0992,0,Não contribuiu
Aline Dias,(71) 98713-0993,0,Não contribuiu
Camila Pereira,(71) 93731-0994,40,PIX
Vanessa Rocha,(71) 93115-0995,0,Não contribuiu
Fernanda Nascimento,(71) 91316-0996,30,Espécie
Paulo Ribeiro,(71) 95322-0997,10,PIX
Marcelo Ribeiro,(71) 96996-0998,100,PIX
Eduardo Rocha,(71) 95855-0999,20,PIX
Beatriz Melo,(71) 92385-1000,95,PIX
Lucas Mendes,(71) 95209-1001,30,PIX
Larissa Costa,(71) 99560-1002,65,PIX
Mariana Teixeira,(71) 95993-1003,90,PIX
Daniel Carvalho,(71) 91767-1004,0,Não contribuiu
Thiago Vieira,(71) 95039-1005,85,Espécie
Mariana Carvalho,(71) 99487-1006,50,PIX
Daniel Oliveira,(71) 98090-1007,0,Não contribuiu
Fábio Teixeira,(71) 91112-1008,0,Não contribuiu
Rodrigo Ramos,(71) 91688-1009,50,PIX
Fábio Vieira,(71) 94018-1010,60,PIX
Rafael Mendes,(71) 96204-1011,75,PIX
Elaine Lima,(71) 91128-1012,0,Não contribuiu
Aline Rocha,(71) 94721-1013,35,Espécie
Thiago Ferreira,(71) 94420-1014,55,Espécie
Victor Carvalho,(71) 94466-1015,40,PIX
Patrícia Martins,(71) 97015-1016,85,PIX
Patrícia Barbosa,(71) 98530-1017,10,PIX
Beatriz Almeida,(71) 96709-1018,50,Espécie
Carlos Souza,(71) 93742-1019,0,Não contribuiu
Gabriel Moreira,(71) 97024-1020,25,PIX
Elaine Ferreira,(71) 94382-1021,65,Espécie
Yasmin Oliveira,(71) 91383-1022,20,PIX
Thiago Gomes,(71) 95604-1023,20,PIX
Larissa Vieira,(71) 92678-1024,10,Espécie
Carlos Moreira,(71) 93566-1025,35,PIX
Aline Costa,(71) 91506-1026,50,Espécie
Patrícia Lima,(71) 97123-1027,100,PIX
Samuel Mendes,(71) 94468-1028,35,Espécie
Yasmin Teixeira,(71) 93868-1029,40,PIX
Sofia Almeida,(71) 93768-1030,75,PIX
Daniel Silva,(71) 92351-1031,95,PIX
Aline Silva,(71) 92042-1032,55,PIX
Mateus Barbosa,(71) 97993-1033,0,Não contribuiu
Fábio Barbosa,(71) 99604-1034,100,Espécie
Elaine Moreira,(71) 91482-1035,90,Espécie
William Mendes,(71) 97098-1036,0,Não contribuiu
Natália Souza,(71) 97372-1037,0,Não contribuiu
Vanessa Oliveira,(71) 93372-1038,60,PIX
Mariana Carvalho,(71) 92044-1039,0,Não contribuiu
Diego Gomes,(71) 96752-1040,20,Espécie
Samuel Carvalho,(71) 95327-1041,40,PIX
João Pereira,(71) 92481-1042,0,Não contribuiu
Victor Pereira,(71) 94823-1043,0,Não contribuiu
Vinícius Martins,(71) 92521-1044,25,Espécie
Fernanda Santos,(71) 97788-1045,35,PIX
Gabriel Ramos,(71) 97320-1046,40,PIX
Rafael Moreira,(71) 95131-1047,15,Espécie
Aline Souza,(71) 96084-1048,70,PIX
Beatriz Dias,(71) 99362-1049,80,Espécie
Rafael Rocha,(71) 94781-1050,100,PIX
Victor Souza,(71) 94805-1051,40,PIX
Victor Souza,(71) 99529-1052,0,Não contribuiu
Natália Silva,(71) 99709-1053,65,PIX
Vinícius Ferreira,(71) 98889-1054,0,Não contribuiu
Renata Melo,(71) 96493-1055,90,Espécie
Rodrigo Almeida,(71) 97130-1056,0,Não contribuiu
Sofia Pereira,(71) 96137-1057,85,PIX
Mariana Teixeira,(71) 93498-1058,25,Espécie
Eduardo Pereira,(71) 98610-1059,75,PIX
Vanessa Vieira,(71) 92344-1060,100,PIX
João Santos,(71) 93934-1061,45,PIX
